timestamp_received,device_id,ip,location_id,session_id,timestamp_device,temperature_f,noise_level_db
2026-04-28T13:04:15.573410,core2_mcb2318,192.168.1.88,cafe,run_4,1777381455,70.0,30.76
2026-04-28T13:04:16.311104,core2_mcb2318,192.168.1.88,cafe,run_4,1777381456,70.0,39.8
2026-04-28T13:04:17.366117,core2_mcb2318,192.168.1.88,cafe,run_4,1777381457,70.0,42.5
2026-04-28T13:04:18.425393,core2_mcb2318,192.168.1.88,cafe,run_4,1777381458,70.0,44.15
2026-04-28T13:04:19.451726,core2_mcb2318,192.168.1.88,cafe,run_4,1777381459,70.0,45.46
2026-04-28T13:04:20.468734,core2_mcb2318,192.168.1.88,cafe,run_4,1777381460,70.0,46.13
2026-04-28T13:04:21.289343,core2_mcb2318,192.168.1.88,cafe,run_4,1777381461,70.0,46.25
2026-04-28T13:04:22.272738,core2_mcb2318,192.168.1.88,cafe,run_4,1777381462,70.0,45.51
2026-04-28T13:04:23.381383,core2_mcb2318,192.168.1.88,cafe,run_4,1777381463,70.0,46.02
2026-04-28T13:04:24.364206,core2_mcb2318,192.168.1.88,cafe,run_4,1777381464,70.0,43.52
2026-04-28T13:04:25.442380,core2_mcb2318,192.168.1.88,cafe,run_4,1777381465,70.0,44.73
2026-04-28T13:04:26.207392,core2_mcb2318,192.168.1.88,cafe,run_4,1777381466,70.0,45.44
2026-04-28T13:04:27.227818,core2_mcb2318,192.168.1.88,cafe,run_4,1777381467,70.0,45.77
2026-04-28T13:04:28.316586,core2_mcb2318,192.168.1.88,cafe,run_4,1777381468,70.0,45.28
2026-04-28T13:04:29.279863,core2_mcb2318,192.168.1.88,cafe,run_4,1777381469,70.0,45.83
2026-04-28T13:04:30.341351,core2_mcb2318,192.168.1.88,cafe,run_4,1777381470,70.0,44.15
2026-04-28T13:04:31.403995,core2_mcb2318,192.168.1.88,cafe,run_4,1777381471,70.0,44.64
2026-04-28T13:04:32.758434,core2_mcb2318,192.168.1.88,cafe,run_4,1777381472,70.0,43.76
