timestamp_received,device_id,ip,location_id,session_id,timestamp_device,temperature_f,noise_level_db
2026-04-10T13:52:38.300610,core2_mcb2318,192.168.1.88,cafe,run_1,1775829157,70.0,30.54
2026-04-10T13:52:39.323794,core2_mcb2318,192.168.1.88,cafe,run_1,1775829159,70.43,38.53
2026-04-10T13:52:40.449914,core2_mcb2318,192.168.1.88,cafe,run_1,1775829160,70.43,41.06
2026-04-10T13:52:41.422001,core2_mcb2318,192.168.1.88,cafe,run_1,1775829161,70.43,43.28
2026-04-10T13:52:42.432709,core2_mcb2318,192.168.1.88,cafe,run_1,1775829162,70.73,42.5
2026-04-10T13:52:43.520833,core2_mcb2318,192.168.1.88,cafe,run_1,1775829163,71.19,41.56
2026-04-10T13:52:44.766989,core2_mcb2318,192.168.1.88,cafe,run_1,1775829164,71.19,40.82
2026-04-10T13:52:45.568204,core2_mcb2318,192.168.1.88,cafe,run_1,1775829165,71.19,42.97
2026-04-10T13:52:46.321873,core2_mcb2318,192.168.1.88,cafe,run_1,1775829166,71.26,43.49
2026-04-10T13:52:47.365539,core2_mcb2318,192.168.1.88,cafe,run_1,1775829167,71.35,44.3
2026-04-10T13:52:48.443270,core2_mcb2318,192.168.1.88,cafe,run_1,1775829168,71.65,43.51
2026-04-10T13:52:49.462714,core2_mcb2318,192.168.1.88,cafe,run_1,1775829169,71.65,43.14
2026-04-10T13:52:50.555385,core2_mcb2318,192.168.1.88,cafe,run_1,1775829170,71.65,43.34
2026-04-10T13:52:51.586902,core2_mcb2318,192.168.1.88,cafe,run_1,1775829171,71.65,42.36
2026-04-10T13:52:52.567648,core2_mcb2318,192.168.1.88,cafe,run_1,1775829172,71.65,43.34
2026-04-10T13:52:53.352425,core2_mcb2318,192.168.1.88,cafe,run_1,1775829173,72.26,42.19
2026-04-10T13:52:54.374962,core2_mcb2318,192.168.1.88,cafe,run_1,1775829174,72.26,41.2
2026-04-10T13:52:55.457786,core2_mcb2318,192.168.1.88,cafe,run_1,1775829175,72.68,42.23
2026-04-10T13:52:56.502065,core2_mcb2318,192.168.1.88,cafe,run_1,1775829176,73.12,41.73
2026-04-10T13:52:57.692677,core2_mcb2318,192.168.1.88,cafe,run_1,1775829177,73.56,42.85
2026-04-10T13:52:58.472222,core2_mcb2318,192.168.1.88,cafe,run_1,1775829178,73.56,42.5
2026-04-10T13:52:59.704750,core2_mcb2318,192.168.1.88,cafe,run_1,1775829179,73.75,41.63
2026-04-10T13:53:00.557562,core2_mcb2318,192.168.1.88,cafe,run_1,1775829180,73.75,42.75
2026-04-10T13:53:01.349748,core2_mcb2318,192.168.1.88,cafe,run_1,1775829181,73.87,43.48
2026-04-10T13:53:02.418788,core2_mcb2318,192.168.1.88,cafe,run_1,1775829182,74.36,42.74
