timestamp_received,device_id,ip,location_id,session_id,timestamp_device,temperature_f,noise_level_db
2026-04-10T13:42:21.995386,core2_mcb2318,192.168.1.88,library,run_1,1775828541,70.0,25.0
2026-04-10T13:42:22.478250,core2_mcb2318,192.168.1.88,library,run_1,1775828542,70.0,26.5
2026-04-10T13:42:23.527160,core2_mcb2318,192.168.1.88,library,run_1,1775828543,70.0,31.82
2026-04-10T13:42:24.541707,core2_mcb2318,192.168.1.88,library,run_1,1775828544,70.0,32.43
2026-04-10T13:42:25.331345,core2_mcb2318,192.168.1.88,library,run_1,1775828545,70.0,33.74
2026-04-10T13:42:26.378253,core2_mcb2318,192.168.1.88,library,run_1,1775828546,70.0,35.65
2026-04-10T13:42:27.472102,core2_mcb2318,192.168.1.88,library,run_1,1775828547,70.0,43.37
2026-04-10T13:42:28.506956,core2_mcb2318,192.168.1.88,library,run_1,1775828548,70.0,34.37
2026-04-10T13:42:29.498763,core2_mcb2318,192.168.1.88,library,run_1,1775828549,70.4,31.8
2026-04-10T13:42:30.542902,core2_mcb2318,192.168.1.88,library,run_1,1775828550,70.4,30.59
2026-04-10T13:42:31.608734,core2_mcb2318,192.168.1.88,library,run_1,1775828551,70.4,29.09
2026-04-10T13:42:32.591712,core2_mcb2318,192.168.1.88,library,run_1,1775828552,70.4,31.34
2026-04-10T13:42:33.360612,core2_mcb2318,192.168.1.88,library,run_1,1775828553,70.83,38.15
2026-04-10T13:42:34.448837,core2_mcb2318,192.168.1.88,library,run_1,1775828554,70.83,37.39
2026-04-10T13:42:35.492602,core2_mcb2318,192.168.1.88,library,run_1,1775828555,70.83,30.42
2026-04-10T13:42:36.691575,core2_mcb2318,192.168.1.88,library,run_1,1775828556,70.83,29.17
2026-04-10T13:42:37.538567,core2_mcb2318,192.168.1.88,library,run_1,1775828557,70.83,29.93
2026-04-10T13:42:38.338015,core2_mcb2318,192.168.1.88,library,run_1,1775828558,70.83,29.4
2026-04-10T13:42:39.363850,core2_mcb2318,192.168.1.88,library,run_1,1775828559,70.83,29.07
2026-04-10T13:42:40.593179,core2_mcb2318,192.168.1.88,library,run_1,1775828560,70.83,28.97
2026-04-10T13:42:41.409615,core2_mcb2318,192.168.1.88,library,run_1,1775828561,70.83,28.64
2026-04-10T13:42:42.535449,core2_mcb2318,192.168.1.88,library,run_1,1775828562,70.83,29.59
2026-04-10T13:42:43.682166,core2_mcb2318,192.168.1.88,library,run_1,1775828563,70.83,32.06
2026-04-10T13:42:44.531468,core2_mcb2318,192.168.1.88,library,run_1,1775828564,70.98,39.75
2026-04-10T13:42:45.525609,core2_mcb2318,192.168.1.88,library,run_1,1775828565,70.98,35.81
2026-04-10T13:42:46.382680,core2_mcb2318,192.168.1.88,library,run_1,1775828566,70.98,32.51
2026-04-10T13:42:47.427170,core2_mcb2318,192.168.1.88,library,run_1,1775828567,70.98,31.24
2026-04-10T13:42:48.770878,core2_mcb2318,192.168.1.88,library,run_1,1775828568,71.18,31.12
2026-04-10T13:42:49.792842,core2_mcb2318,192.168.1.88,library,run_1,1775828569,71.18,30.4
2026-04-10T13:42:50.553064,core2_mcb2318,192.168.1.88,library,run_1,1775828570,71.18,29.43
2026-04-10T13:42:51.677847,core2_mcb2318,192.168.1.88,library,run_1,1775828571,71.18,29.6
2026-04-10T13:42:52.379566,core2_mcb2318,192.168.1.88,library,run_1,1775828572,71.18,30.21
2026-04-10T13:42:53.379507,core2_mcb2318,192.168.1.88,library,run_1,1775828573,71.18,30.35
2026-04-10T13:42:54.788762,core2_mcb2318,192.168.1.88,library,run_1,1775828574,71.18,30.79
2026-04-10T13:42:55.467512,core2_mcb2318,192.168.1.88,library,run_1,1775828575,71.18,33.21
2026-04-10T13:42:56.539113,core2_mcb2318,192.168.1.88,library,run_1,1775828576,71.18,30.94
2026-04-10T13:42:57.529463,core2_mcb2318,192.168.1.88,library,run_1,1775828577,71.18,30.65
2026-04-10T13:42:58.344889,core2_mcb2318,192.168.1.88,library,run_1,1775828578,71.18,28.84
2026-04-10T13:42:59.411994,core2_mcb2318,192.168.1.88,library,run_1,1775828579,71.18,29.12
2026-04-10T13:43:00.398031,core2_mcb2318,192.168.1.88,library,run_1,1775828580,71.18,29.08
2026-04-10T13:43:01.442877,core2_mcb2318,192.168.1.88,library,run_1,1775828581,71.18,29.07
2026-04-10T13:43:02.604740,core2_mcb2318,192.168.1.88,library,run_1,1775828582,71.18,30.33
2026-04-10T13:43:03.717409,core2_mcb2318,192.168.1.88,library,run_1,1775828583,71.18,30.91
2026-04-10T13:43:04.338512,core2_mcb2318,192.168.1.88,library,run_1,1775828584,71.18,30.54
2026-04-10T13:43:05.506780,core2_mcb2318,192.168.1.88,library,run_1,1775828585,71.18,31.7
2026-04-10T13:43:06.421113,core2_mcb2318,192.168.1.88,library,run_1,1775828586,71.18,31.89
2026-04-10T13:43:07.422057,core2_mcb2318,192.168.1.88,library,run_1,1775828587,71.18,32.06
2026-04-10T13:43:08.485703,core2_mcb2318,192.168.1.88,library,run_1,1775828588,71.18,30.85
2026-04-10T13:43:09.665025,core2_mcb2318,192.168.1.88,library,run_1,1775828589,71.18,29.66
2026-04-10T13:43:10.544550,core2_mcb2318,192.168.1.88,library,run_1,1775828590,71.63,28.67
2026-04-10T13:43:11.638019,core2_mcb2318,192.168.1.88,library,run_1,1775828591,71.93,27.72
2026-04-10T13:43:12.489615,core2_mcb2318,192.168.1.88,library,run_1,1775828592,72.92,27.76
2026-04-10T13:43:13.397814,core2_mcb2318,192.168.1.88,library,run_1,1775828593,73.14,28.36
2026-04-10T13:43:14.473061,core2_mcb2318,192.168.1.88,library,run_1,1775828594,73.9,30.18
2026-04-10T13:43:15.497709,core2_mcb2318,192.168.1.88,library,run_1,1775828595,74.22,30.65
2026-04-10T13:43:16.521436,core2_mcb2318,192.168.1.88,library,run_1,1775828596,74.4,30.36
2026-04-10T13:43:17.570790,core2_mcb2318,192.168.1.88,library,run_1,1775828597,73.9,31.83
