timestamp_received,device_id,ip,location_id,session_id,timestamp_device,temperature_f,noise_level_db
2026-04-10T17:02:49.977525,core2_mcb2318,192.168.1.88,club,run_2,1775840569,69.93,39.44
2026-04-10T17:02:50.586618,core2_mcb2318,192.168.1.88,club,run_2,1775840570,70.67,51.91
2026-04-10T17:02:51.507762,core2_mcb2318,192.168.1.88,club,run_2,1775840571,71.69,68.22
2026-04-10T17:02:52.599952,core2_mcb2318,192.168.1.88,club,run_2,1775840572,72.53,65.76
2026-04-10T17:02:53.488409,core2_mcb2318,192.168.1.88,club,run_2,1775840573,72.74,72.13
2026-04-10T17:02:54.281119,core2_mcb2318,192.168.1.88,club,run_2,1775840574,73.31,68.58
2026-04-10T17:02:55.589044,core2_mcb2318,192.168.1.88,club,run_2,1775840575,73.54,72.49
2026-04-10T17:02:56.525359,core2_mcb2318,192.168.1.88,club,run_2,1775840576,73.59,71.79
2026-04-10T17:02:57.423111,core2_mcb2318,192.168.1.88,club,run_2,1775840577,73.1,72.01
2026-04-10T17:02:58.478692,core2_mcb2318,192.168.1.88,club,run_2,1775840578,72.9,72.34
2026-04-10T17:02:59.290351,core2_mcb2318,192.168.1.88,club,run_2,1775840579,73.24,74.17
2026-04-10T17:03:00.376189,core2_mcb2318,192.168.1.88,club,run_2,1775840580,73.48,74.01
2026-04-10T17:03:01.501857,core2_mcb2318,192.168.1.88,club,run_2,1775840581,73.41,74.87
2026-04-10T17:03:02.449262,core2_mcb2318,192.168.1.88,club,run_2,1775840582,73.9,73.98
2026-04-10T17:03:03.709367,core2_mcb2318,192.168.1.88,club,run_2,1775840583,74.37,73.21
2026-04-10T17:03:04.293179,core2_mcb2318,192.168.1.88,club,run_2,1775840584,74.59,73.55
2026-04-10T17:03:05.345510,core2_mcb2318,192.168.1.88,club,run_2,1775840585,74.74,72.78
2026-04-10T17:03:06.420082,core2_mcb2318,192.168.1.88,club,run_2,1775840586,75.19,74.44
2026-04-10T17:03:07.483016,core2_mcb2318,192.168.1.88,club,run_2,1775840587,74.8,73.45
2026-04-10T17:03:08.271820,core2_mcb2318,192.168.1.88,club,run_2,1775840588,74.71,72.62
2026-04-10T17:03:09.664706,core2_mcb2318,192.168.1.88,club,run_2,1775840589,74.82,73.88
2026-04-10T17:03:10.388135,core2_mcb2318,192.168.1.88,club,run_2,1775840590,74.58,74.85
2026-04-10T17:03:11.688856,core2_mcb2318,192.168.1.88,club,run_2,1775840591,74.78,72.9
2026-04-10T17:03:12.720413,core2_mcb2318,192.168.1.88,club,run_2,1775840592,74.8,73.61
2026-04-10T17:03:13.558945,core2_mcb2318,192.168.1.88,club,run_2,1775840593,74.91,72.83
2026-04-10T17:03:14.358880,core2_mcb2318,192.168.1.88,club,run_2,1775840594,75.03,73.48
2026-04-10T17:03:15.470669,core2_mcb2318,192.168.1.88,club,run_2,1775840595,75.11,71.92
2026-04-10T17:03:17.422986,core2_mcb2318,192.168.1.88,club,run_2,1775840596,75.45,72.74
2026-04-10T17:03:17.425316,core2_mcb2318,192.168.1.88,club,run_2,1775840597,75.65,73.74
2026-04-10T17:03:18.741086,core2_mcb2318,192.168.1.88,club,run_2,1775840598,75.64,74.48
2026-04-10T17:03:19.679667,core2_mcb2318,192.168.1.88,club,run_2,1775840599,75.57,74.16
2026-04-10T17:03:20.689030,core2_mcb2318,192.168.1.88,club,run_2,1775840600,75.17,73.66
2026-04-10T17:03:21.516633,core2_mcb2318,192.168.1.88,club,run_2,1775840601,75.34,72.18
